whisky_name_raw,review_text,score,review_date,source_url,dedupe_hash
"Glenburgie 17 yo 1999/2017 (55.7%, OB, The Distillery Reserve Collection, first fill barrel, cask #6237, 210 bottles) A Chivas Brothers edition that picked up a silver medal at the Malt Maniacs Awards in 2017, though I wasn’t on the jury that year.","Glenburgie 17 yo 1999/2017 (55.7%, OB, The Distillery Reserve Collection, first fill barrel, cask #6237, 210 bottles) A Chivas Brothers edition that picked up a silver medal at the Malt Maniacs Awards in 2017, though I wasn’t on the jury that year. Colour: straw. Nose: it’s austere, on earth and grass after the rain, sourdough bread, tiny semi-wild apples and plain barley. A kind of statement, perhaps? With water: a few notes of paraffin oil and metal polish come out, while the fruit retreats to a strict minimum. Mouth (neat): rather sharp, still very grassy, leaning more towards green apple and lemon this time. Still just as austere… With water: and here come the fruits, now a little more expressive, greengages, yellow melon, some vanilla too, and quite a bit of green tea. Finish: long, fairly cutting, grassy. A welcome touch of apple juice in the aftertaste. Comments: a quality filler, but not the easiest of Speysiders. SGP:351 - 84 points.",84,2025-11-14,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,3c739fd7412d9f0cbd206599fdb46d36225e2b63841546aefe51ebfd69c6c24d
"Glenburgie 50 yo 1975/2025 (40.5%, Brave New Spirits, Cask Masters, American bourbon hogshead, 108 bottles) Naturally, such an old whisky at such a borderline strength can be a bit daunting, and there’s perhaps a bit of a coin-toss quality here—but don’t we all love a challenge? And against risk and uncertainty, don’t we always wager on luck? (S., please stop with pub philosophy…)","Glenburgie 50 yo 1975/2025 (40.5%, Brave New Spirits, Cask Masters, American bourbon hogshead, 108 bottles) Naturally, such an old whisky at such a borderline strength can be a bit daunting, and there’s perhaps a bit of a coin-toss quality here—but don’t we all love a challenge? And against risk and uncertainty, don’t we always wager on luck? (S., please stop with pub philosophy…) Colour: deep gold. Nose: bingo, the miracle has happened, this is like an old mead that’s remained perfect, or an ancient perry of similar pedigree, with a few windfall apples simply glazed with very soft honey and just a touch of cinnamon. All in all, this is wonderfully elegant, in the style of the old Glenburgies at 40% from G&M or Sestante. Mouth: naturally, there’s more in the way of herbal teas and infusions, old tobacco, even a few faint cardboardy notes, but the fruits and honeys have held on and balance the whole thing beautifully. We’re back to those famous honeyed apples dusted with cinnamon. Finish: not eternal, granted, but it stays soft and there are lovely hints of pollen. Comments: of great delicacy, and I’d imagine it could be sipped like a fine wine. Now just imagine what dishes you’d pair it with—any ideas? SGP:351 - 90 points.",90,2025-11-14,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,a401256cbe815fd49ce14d90346f36a9cb7c2f414debac02aed4770969f0299d
"Glenburgie 59 yo 1964/2023 (52.9%, Gordon & MacPhail, Private Collection, 1st fill sherry hogshead, cask #260, 141 bottles) Always these impressive strengths for such old whiskies at G&M. And as always, we’re left stunned they didn’t wait just a few more months to release it at 60 years of age. If that’s not the height of well-placed Scottish cheek, I don’t know what is.","Glenburgie 59 yo 1964/2023 (52.9%, Gordon & MacPhail, Private Collection, 1st fill sherry hogshead, cask #260, 141 bottles) Always these impressive strengths for such old whiskies at G&M. And as always, we’re left stunned they didn’t wait just a few more months to release it at 60 years of age. If that’s not the height of well-placed Scottish cheek, I don’t know what is. Colour: gold. Nose: incredible. Like old Sauternes from a top château, candied orange, beeswax, and a few perfectly ripe little figs. Nothing more to add, except that it’s pretty grand. And then there are gentle puffs of patchouli arriving in a second wave. With water: oh yes, the malted barley answers back and finds its place! There are also touches of mint tea with pine nuts, and fig-filled biscuits—think Figolu . A killer. Mouth (neat): magnificent dialogue between melon, fir buds, green apples and lemon balm infusion. With water: it falls into line, with elegance and humility. Ripe apples, pears, quinces… Finish: fairly long, almost simple but in a deeply moving sort of way. And the citrus fruits tumble in on the aftertaste, tangerines, oranges, bergamots… Comments: let’s admit it, bringing this cask to 60 years wouldn’t have changed a thing. Hats off to the artists! SGP:561 - 93 points.",93,2025-11-14,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,7f26f5c0a1c85837a379298113dc2897011b2069a48c659d9269b8b0bc925c59
"Glenburgie-Glenlivet 28 yo 1962/1991 (57.8%, Cadenhead, Authentic Collection) On the little cream-coloured label it’s clearly stated that this baby was matured in an ‘oak cask’, as always with this fine series—a mention that, I believe, will keep us chuckling until the end of time. Or of these (often) magnificent bottles.","Glenburgie-Glenlivet 28 yo 1962/1991 (57.8%, Cadenhead, Authentic Collection) On the little cream-coloured label it’s clearly stated that this baby was matured in an ‘oak cask’, as always with this fine series—a mention that, I believe, will keep us chuckling until the end of time. Or of these (often) magnificent bottles. Colour: gold. Nose: powerful, almost phenolic, with something approaching Jamaican rum. Notes of soy sauce, old calvados, certainly plenty of fir liqueur, and then more and more cough syrup, with mint, camphor and rather thunderous eucalyptus. But caution, while the nose is beautiful, it may be signalling a rather tougher palate, but let’s see. With water: continues along that cough syrup line, but even drier and more bitter. Mouth (neat): not very easy, as expected, with fir becoming dominant and bitter, though counterbalanced by some lemon. Hmm… With water: a bit better, but the bitterness dominates, which is rather surprising, and I wonder whether there might be a bit of cork taint. It happens, not often, but it happens. Finish: slightly improved again, thanks to the citrus which comes in like Chuck Norris, though it still stays quite astringent. Comments: still, something must have gone wrong here, please don’t pay too much attention to this note. SGP:271 - 70 points (for the record).",70,2025-11-14,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,b72566fa92f8cd3835a6355421b3c83bea68d9c564d947bd5df6acf747d4791c
"Benriach-Glenlivet 12 yo 2012/2025 (46%, Cadenhead, Original Collection, hogshead) Finished for two years in Amontillado hogshead, so bespoke seasoned casks since I believe no one’s ever seen hogsheads of amontillado in a proper ‘maturing’, as opposed to ‘seasoning’, bodega.","Benriach-Glenlivet 12 yo 2012/2025 (46%, Cadenhead, Original Collection, hogshead) Finished for two years in Amontillado hogshead, so bespoke seasoned casks since I believe no one’s ever seen hogsheads of amontillado in a proper ‘maturing’, as opposed to ‘seasoning’, bodega. Colour: pale gold. Nose: not bad at all, on honey cream and walnut ice cream, two rather rare specialities that can be superb when well made. Whiffs of cigar boxes, a fair amount of lovage and Maggi. In short, the amontillado does the job. Mouth: very similar to the nose, dominated by walnut and earth, grey pepper, nutmeg, then a touch of chestnut honey that nicely coats the whole. Finish: long, even very long, leaning even more towards walnuts. In the Périgord region of France they make quite a few walnut liqueurs in this style. Comments: I really find this very good, even if it's almost more of an Andalusian product than a Scottish one. SGP:561 - 85 points.",85,2025-11-13,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,b0b3bdfc892dce76fdc1fc3fc392c6637196859c884c8c92eb34df10dd577b2a
"Benriach 18 yo 2007/2025 (49.8%, Fadandel, refill hogshead, cask #700193, 109 bottles) This baby is expected to be closer to fresh fruits…","Benriach 18 yo 2007/2025 (49.8%, Fadandel, refill hogshead, cask #700193, 109 bottles) This baby is expected to be closer to fresh fruits… Colour: white wine. Nose: yes, it’s perfectly simple and simply perfect, on peanut oil, fresh hay and freshly sliced apple, with a few touches of honey and custard to smooth out the edges. Mouth: watch out, it’s more powerful than it appears, on old plum brandies of various kinds, with a few more drops of honey but above all an honest old chardonnay from southern Burgundy. Simple, precise, very good. Finish: it becomes much less simple in the finish, with barley, numerous herbal infusions, and broad notes of both forest and meadow. There are even some coastal and medicinal touches, though we’ve no idea where those come from. Comments: I enjoy these kinds of whiskies quite a lot, rare as they may be, where the final score just keeps climbing steadily. In this case, 84, 85, 86, 87… SGP:561 - 88 points.",88,2025-11-13,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,4a4a7515e7f2b1cf5a420570e529f9580123870fbde267159c9b603dc6a8df13
"Benriach 36 yo 1976/2013 (42.6%, OB, refill hogshead, cask #3042, 173 bottles) We’ve already tasted quite a few sister casks, all of which were magical or downright supernatural.","Benriach 36 yo 1976/2013 (42.6%, OB, refill hogshead, cask #3042, 173 bottles) We’ve already tasted quite a few sister casks, all of which were magical or downright supernatural. Colour: gold. Nose: right then, this is more mango than mangoes, more guava than guavas, more banana than bananas, more passion fruit than passion fruits and more … well, you get the idea. An explosion of tropical fruits that would make even the oldest Bushmills or Cooleys turn green with envy, especially as there are also, deep down, hints of Swiss or Savoyard cheese fondue made with neat kirsch (no wine), absolute champions of aromatic expressiveness. Mouth: it’s superb, though a little less defined on the palate, but that’s just nitpicking. Still this avalanche of exotic fruits, still those hints of well-matured Fribourg or Comté (24 months at least), along with some herbal teas of less precise origin. As we said, we’re nitpicking. Finish: very lovely, veering towards liqueurs and eaux-de-vie distilled from the aforementioned fruits. And let it be said, I’ve tried it, distilling those things isn’t easy if you don’t want to end up with… aftershave. Comments: a proper fruit bomb, as we used to say back in the day. SGP:751 - 91 points.",91,2025-11-13,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,7b5a3b564488286582a8b7dc6f9909be6c0bbeaecb4d9fec21bc4519ca4af2a1
"Benriach 42 yo 1966/2008 (43.9%, Signatory Vintage, Cask Strength Collection, hogshead, cask #1019, 175 bottles) Only Signatory would release such things without fanfare, let alone bagpipes. We didn’t see it coming, but it’s true this was already 16 years ago. No, wait, 17.","Benriach 42 yo 1966/2008 (43.9%, Signatory Vintage, Cask Strength Collection, hogshead, cask #1019, 175 bottles) Only Signatory would release such things without fanfare, let alone bagpipes. We didn’t see it coming, but it’s true this was already 16 years ago. No, wait, 17. Colour: gold. Nose: far more restrained than the exuberant 1976, which perhaps saw some new deep-charred wood by the way, so the tropical fruits are indeed present but in a quieter register. Pink bananas, pineapple, mangoes, papayas, then white chocolate with bits of cornflakes and strawberry… I think that’s a deadly sin Lindt themselves offer. There are also a few tiny flowers and herbal teas, also missing in the 1976—assuming they were ever there. Mouth: the beauty of a great Hermitage blanc, something like a Jaboulet Sterimberg from a not-too-warm vintage. I still have a few bottles from 1980 (or is it 1981?) in my cellar, not a great year but the wine is now crystalline and of absolute splendour. Same with this Benriach, almost shy but sublimely elegant. Finish: same story, not very long, slightly fragile, but these salty touches and even those little flat oysters from Finistère are sublime. Comments: a grand whisky that just asks for a little of your attention, it would be a shame to miss it by being distracted. Turn off the telly and the stereo! SGP:562 - 92 points.",92,2025-11-13,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,76d11905eb597d338e289f9d1639796976ea1e23773699c4452150bfd224a8f3
"Ironclad Bourbon Whiskey (95 Proof, OB, Straight bourbon whiskey, +/-2025) Straight from Newport News, Virginia, aged for two years in 30-US-gallon charred oak barrels. I’ve just seen the brand claim on Facebook that ‘Bourbon is the new champagne’. Perhaps in Newport News, Virginia, but I’m happy to learn that! In any case, the champagnes we enjoy at WF Towers are aged on lees for much longer than two years. Right, let’s dive in…","Ironclad Bourbon Whiskey (95 Proof, OB, Straight bourbon whiskey, +/-2025) Straight from Newport News, Virginia, aged for two years in 30-US-gallon charred oak barrels. I’ve just seen the brand claim on Facebook that ‘Bourbon is the new champagne’. Perhaps in Newport News, Virginia, but I’m happy to learn that! In any case, the champagnes we enjoy at WF Towers are aged on lees for much longer than two years. Right, let’s dive in… Colour: full gold. Nose: we’re having a laugh, but I’ve already tasted this baby in Hamburg and thought it was very beautiful. That still holds, with a lovely eucalyptus and green tea note, backed by frosty mint, chocolate mint, a hint of smoke, and slightly earthy vanilla. I think it’s easy to miss this profile, but for me, it’s quite successful. Mouth: really very bourbon, more in the old-school style, with a blend of honey, caramel, fresh wood, cinnamon, nutmeg, and fresh mint. Finish: long, more liquorice, more spicy (black pepper), but still with honeyed caramel and menthol, making it quite smooth and easy-going. Comments: a lovely surprise. They also have a rather clever label that kind of unrolls! SGP:561 - 86 points.",86,2025-11-12,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,657c89a8de916b939410e49806d2dc0195449535932bc7b7a0254662216818eb
"Jimmy Rack ‘Cask Strength’ (61.15%, OB, Tennessee straight rye whiskey, Batch 01, 2023) 95% rye, aged for three years and six months (so three years), then finished with ‘maple charcoal’, though I’m not entirely sure what that means. Likely the legendary filtration process…","Jimmy Rack ‘Cask Strength’ (61.15%, OB, Tennessee straight rye whiskey, Batch 01, 2023) 95% rye, aged for three years and six months (so three years), then finished with ‘maple charcoal’, though I’m not entirely sure what that means. Likely the legendary filtration process… Colour: full gold. Nose: the opposite of the Ironclad, which must have had little rye, here we’re all about the geraniums, orange blossom, tons of pink pepper, and that slightly soapy note that we love in this context. Dove? Poppy seeds in the background. With water: back to dark bread, little biscuits, maple syrup… Mouth (neat): creamy, very fruity, heavy on the mezcal candies and poppy lollipops, but the high proof must be doing its thing. With water: this time it stays fruity and floral, then the peppers come in to bring it all under control—Timut, grey, black… Finish: full-on spiced bread liqueur. This would sell well in Alsace around Christmas time. Comments: I was expecting this to be squashed by the Ironclad, but not really. SGP:651 - 85 points.",85,2025-11-12,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,3481edf6cc6cddabf978c710b510c136d98418e90a13aa96e319467249f5882a
"Willett 8 yo (59.1%, OB, Family Estate, LMDW Foundations, Single Barrel Bourbon, cask #18632, 2024)","Willett 8 yo (59.1%, OB, Family Estate, LMDW Foundations, Single Barrel Bourbon, cask #18632, 2024) Colour: full gold. Nose: much less fragrant than the previous two, more focused on burnt American oak, popcorn, and a hint of lemongrass in minimal amounts. Slight touches of citron, but it remains discreet for now. With water: nice, with forgotten vegetables—cardoons, rutabaga, even a bit of turnip. It’s amusing, and Baldrick would certainly approve. Mouth (neat): much more presence than the 10-year-old we tasted yesterday, let’s say a lot of grapefruit and lots of pepper of all kinds, followed by carrots and gentian. A touch of honey scented with camphor. With water: superb! Everything comes together—citrus, vegetables, spices, lemon balm... Finish: medium length, well balanced, with the same notes. Comments: phew, the 10-year-old had me worried, but now I’m revived (S., you’re exaggerating again). SGP:551 - 87 points.",87,2025-11-12,https://www.whiskyfun.com/archivenovember25-1-Benriach-Mortlach.html,c9d256ce935dee71fc20ede3e789471fffae695baab12ed01f752d1aee91e083
