whisky_name_raw,review_text,score,review_date,source_url,dedupe_hash
"Aberfeldy 12 yo (40%, OB, +/-2023)","Aberfeldy 12 yo (40%, OB, +/-2023) Frankly, these 40% vol. do make it feel a bit cheap, although the bottle itself is quite lovely. We also very much appreciate that no finishing has been imposed on it. I hope we are not mistaken. Colour: light gold. Nose: an array of cereals and honey, then sultanas and a hint of orange juice. Simple, effective, pretty, light. Perhaps not enough to write a novel about... Mouth: really very light, a bit sweet, with a pleasant arrival but a sudden drop. Slightly herbaceous and rather thin, actually. Previous batches seemed a bit more, let's say, robust. Finish: short, more spicy, with more cakes, cookies… But it becomes dry and overly focused on tea and cardboard after that. A pity. Comments: let's not exaggerate, it's really a nice malt, but I think independents would have done something with a bit more presence. We shall see… SGP:441 - 80 points.",80,2024-05-14,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,882b61365aced62f80c5ea519fef60f7e2f519aa27f1e2e8d4b036fea91038ee
"Aberfeldy 10 yo 2013/2024 (48.2%, Signatory Vintage, Small Batch #10, 1st fill oloroso sherry butts)","Aberfeldy 10 yo 2013/2024 (48.2%, Signatory Vintage, Small Batch #10, 1st fill oloroso sherry butts) From this notable new series from Signatory... Colour: gold. Nose: well, here we are. Superb leather, tobacco, and green walnuts, then all kinds of raisins and a lovely touch of armagnac from a skilled producer. Armagnac is always crafted by skilled producers, anyway. Very fine sherry. Mouth: powerful, with a bit of wood (spruce, cedar) and plenty of prunes and nutmeg. Then blood oranges, peppers, cardamom, and even a hint of curry. Finish: long, more on bitter chocolate and clove. Water isn't really necessary, but one feels inclined to try it: not much change, except for a bit more tobacco and allspice, then some cocoa powder. Comments: there's a hint of 'modern' work with active or reactivated casks, but it's a success. SGP:461 - 85 points.",85,2024-05-14,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,8ade318703d35a79a23adbad4c00bed865d9278696ff33a0058e1dca9a10aa43
"Aberfeldy 10 yo 2013/2023 (48.5%, Decadent Drinks, Equinox & Solstice, 2nd fill barrel)","Aberfeldy 10 yo 2013/2023 (48.5%, Decadent Drinks, Equinox & Solstice, 2nd fill barrel) Closer to you, my distillate... Colour: white wine. Nose: obviously, this is my preferred style, close to the juice, the barley, the undulating fields, the gentle climate, the kindness of the people, the softness of the Midlands… A Parisian patisserie at 6 AM, with fresh croissants, pain aux raisins, crispbreads, and macarons of the day. And madeleines, of course. Magnificent nose, pure and precise. But why am I only tasting it now? Mouth: very close to the official bottling, yet it remains taut throughout, with green tea, meadow honey, apple cake, and cinnamon biscuits... The palate might not quite reach the level of the very fine nose, but it's still very good. Finish: fairly long, close to barley and ripe apple. Comments: Aberfeldy is perhaps not a 'wow!' malt, but it's a very lovely distillate, and here's the proof. There are also some fine Dewar's around at the moment, but we scarcely have the space to sample large-batch blends. Whiskyfun is cursed… SGP:551 - 85 points.",85,2024-05-14,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,75880ed849357e9847bd2db46ac82fa0975358d216d2114dc8427ec5a4fc076f
"Pitilie 9 yo 2015/2024 (54.8%, Dràm Mor, 1st fill Buffalo Trace barrel finish, cask #247, 240 bottles)","Pitilie 9 yo 2015/2024 (54.8%, Dràm Mor, 1st fill Buffalo Trace barrel finish, cask #247, 240 bottles) The label tells us that this was distilled at 'Aberfeldie Distillery'. It's worth noting that there once was a 'Pitillie Distillery' in the vicinity, near Pitilie Farm on the Pittilie Burn (thanks to scotchwhisky.com, one of the finest websites ever!). Oh, the intrigue of names and double consonants… Colour: white wine. Nose: it's almost the same whisky as the Equinox, which is good news. We remain very close to fresh barley, apple, ripe plums, and brioche dough… With water: pear and a hint of banana liqueur. A familiar molecule, isn't it? Mouth (neat): vanilla, caramel, and plenty of butterscotch, with a peppery layer. With water: little change, except more honey and apples. Lovely freshness, a touch of chalk. Finish: long. Apple, cinnamon, barley, brioche. A hint of lemon in the aftertaste. Comments: same territory as the 2013 'Decadent'. I'm not dead sure these are malts that we'll remember all our lives, but what's sure is that they are really very good. SGP:551 – 85 points.",85,2024-05-14,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,831417f94e9e54c32bed68e31f18019ff83b3a2b198362e6dc48657d976985c6
"Balblair 9 yo 2013/2023 (57.1%, A.D. Rattray for WhiskyFacile, refill bourbon barrel)","Balblair 9 yo 2013/2023 (57.1%, A.D. Rattray for WhiskyFacile, refill bourbon barrel) Should we expect an avalanche of bananas, mangoes, plums, ripe peaches, and muscat berries, or is this little one still a bit too young for that? Let's see... Colour: white wine. Nose: it's still a bit warm and alcoholic at first, with a hint of varnish and fresh sawdust, but it develops well, even if we never really move towards exotic fruits. Apple, pear, green plums, white peaches... With water: as often, it's the fresh bread that stands out more, sourdough, pizza dough... We like that. Mouth (neat): the arrival is fruitier than on the nose, with a whole pack of liquorice allsorts and lemon soft sweets from Haribo's. There's again a bit of new fruit eau-de-vie, varnish, and glue, but that doesn't bother us. With water: little change, probably more liquorice, which calls for a slight salty touch. Finish: quite long, young, fruity, nervous, still tight as a thong (as my friend Philippe S. would say – tsk tsk). Comments: some aspects remind us of a distillery not very far away, further north along the east coast, but rather without its proverbial wax. Excellent young Balblair. SGP:651 - 87 points.",87,2024-05-13,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,ef5c2720c0cf185d562e589df392c62b69125c7fcc708ca3f81f14668ba07569
"Balblair 26 yo 1997/2023 (54.1%, Gordon & MacPhail, Kirsch Import, refill bourbon barrel, cask #1884, 153 bottles)","Balblair 26 yo 1997/2023 (54.1%, Gordon & MacPhail, Kirsch Import, refill bourbon barrel, cask #1884, 153 bottles) Let's see if the exotic fruits have come through with time... Colour: pale gold. Nose: well, there aren't that many differences, we remain on orchard fruits, fresh pastries, pears, custard... Alright, there are a few small bananas and indeed, some notes of passion fruit emerging. Oh, and lemon balm, orgeat, citronella, a bit of damp garden soil, and also vervain... It's very nice. With water: that typical side, on multivitamin fruit juice, banana, mango, orange, papaya, pear... Mouth (neat): really a pure Balblair this time, with a marked citrus side, yuzu, passion fruit, and that slight chalky side of a great Sauvignon Blanc from a limestone terroir. That said, it seems a bit younger than 26 years. With water: pure Balblair, very fresh and fruity. Finish: good length, a hint of mint and eucalyptus and liquorice. Everything is very good. Comments: it's amazing, it reminds a bit of certain aspects of the old Balblair 10 years from G&M, those at 40% vol. which went down faster than well-chilled Coca Zero. But this 1997 is a thousand times superior, even if it's not quite on the level of the great 1966 official ones from a few years ago. I'm referring to the ones John MacDonald poured us. SGP:651 - 88 points.",88,2024-05-13,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,a6bf73cfd76bd8206504346d840e7fbd4ef0ba6fd419233ab725171693ac0826
"Jean-Luc Pasquet 'L'Organic Folle Blanche L.XIII' (49.6%, OB, Grande Champagne, +/-2024)","Jean-Luc Pasquet 'L'Organic Folle Blanche L.XIII' (49.6%, OB, Grande Champagne, +/-2024) The last batch went very well. I remind you that folle blanche is supposed to be a much more quality grape variety than the others, but its post-phylloxera grafting may have weakened it and it remains quite rare. Well, that's what I seem to have read somewhere. This baby is ten years old. Colour: golden. Nose: it's aromatic and a bit oily, somewhat like a malt, with a very nice balance between the fruits, or rather the fruit peels (peach, apple) and the floral infusions like chamomile and orange blossom. A bit of slightly underripe mashed banana. I'm re-reading my notes for the previous version, we're very close. Mouth: a lot of liquorice, with touches of salt, still that fairly oily and slightly herbaceous side, then raisins and that famous orange blossom, earl grey, Turkish delight, etc. But it remains tight and quite nervous, despite the rather remarkable oily aspect. Could they have added some Golden Promise? Finish: quite long, with a return of salty liquorice. Almost a bit of beef jerky at the end. Teriyaki flavour, please. A bit of mint at the very end. Comments: it also takes water very well and becomes even more liquorice-led (indeed, with an artisanal pastis side, if you like). SGP:562 - 86 points.",86,2024-05-12,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,a9746344041e66c582b77d57d6ab7526dd51dd5381e9f2f7e8b8cbcb660d6bc6
"Fanny Fougerat 'Iris Poivré XO' (40%, OB, Borderies, 7500 bottles)","Fanny Fougerat 'Iris Poivré XO' (40%, OB, Borderies, 7500 bottles) It's quite a statement to bottle such a baby at 40% vol. That might mean 'our ancestors have always done it this way and we don't care much about trends'. If that's the case, we applaud it! By the way, 'iris poivré' means 'peppered iris' (I think they had gotten that, S.). Colour: straw. Nose: it's quite soft and indeed floral. We find liquorice and violet, orange blossom, wisteria, honeysuckle, and especially a lot of green earl grey tea (earl grey exists in both black and green, did you know?). Also, a bit of patchouli, which gives this lovely cognac such a fresh, hippie side. Yes, really. Mouth: it's fuller than expected, always fresh and close to nature (flowers, shrubs, damp earth) and with a very, very slightly muscaty side, but that's not uncommon in young cognacs. Pear cake covered with cinnamon. Finish: not so short, always fresh. Some touches of service tree liqueur and a bit more liquorice in the aftertaste. Comments: very good, but at 40% vol. the WF drinkability index is very high. So, caution is required... SGP:551 - 86 points.",86,2024-05-12,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,bbb17f21a434623a6cdd2e355127dc004cbb0311cdd61e34bd6bdb23c6c1c14d
"Daniel Bouju 'Lot 60 Un Toast à L'Amitié' (50.4%, OB for Geert Lagast & Raf De Ruysscher, 2023)","Daniel Bouju 'Lot 60 Un Toast à L'Amitié' (50.4%, OB for Geert Lagast & Raf De Ruysscher, 2023) So, 1960, baddest year for wine, good year for Man (yeah right). More cognac smuggling by our dear Belgian friends. I hope Ursula v/d L. will do something eventually. In my meagre experience, Boujus tend to be dark and heavy (ish). Colour: coffee. Nose: hold on, is this old Ténarèze? Very old Brandy de Jerez? 1950s Glen Grant by G&M? Macallan 'Gran Reserva'? Could we see the papers? Prunes, coffee liqueur, very old cream sherry, ultra-fresh pipe tobacco and forty tonnes of the blackest and juiciest big fat Corinthian raisins. That's what we get. With water: awesome prunes, treacle toffee pudding, Christmas cake… Mouth (neat): heavy indeed, but not exactly stuffy or cloying. Huge liquorice, crazy PX, then menthol and another 40 tonnes of those Corinthian raisins. What's troubling is that it would remain elegant and drinkable. With water: it does stand water and the oak never really comes to front stage. Perhaps a tad more grapey, teaish… Well water is unnecessary. Finish: awesome without water, if a tad armagnacqy. No probs, contrary. Chocolate and prunes. Comments: I shouldn't have added water – when you see what's happening with Nestlé's waters these days - but it's a very great, very Bouju-y (as far as I can tell) cognac. SGP:651 - 90 points.",90,2024-05-12,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,d1157c08e2dab4ebbea3396e42280ec87b49b12c1e2f8fa80566a220416b9139
"Dartigalongue 1981/2024 (45%, OB, Bas Armagnac)","Dartigalongue 1981/2024 (45%, OB, Bas Armagnac) This one was just bottled in April, we got it straight from Nogaro in the Gers. Naturally, Nogaro is famous for its armagnacs, but also for its grand-prix-level motor races, their 'Circuit Paul Armagnac' being known just everywhere on this planet. Quite. As for 1981, that's Kim Wilde, of course. Colour: deep amber. Nose: this is where armagnac meets cognac, had you said this was an old Borderies or something, I wouldn't have cried 'wolf!'. Superlative overripe peaches, all-flower meadow honey, soft molasses (cane), a tiny touch of black truffle, praline, pistachio nougat, then more oldness (pine resins, black tea) but this remains fresh and oh-so lively. Mouth: much more on wood, but it's all under control and we know it's a proper style down there. Litres of black tea (remember, black Assam), a lot of bitter chocolate, cigars, pine needles, a little thyme oil, terpenes, turpentine… And we just love this, as we keep remaining way below the limits. This menthol + chocolate combo that's coming out now is perfect. That's right, After Eights, thin mints. Finish: long, clearly piney now, with a small side remining us of Greek retsina wine, and that works. Varnish. Comments: These quite woody old armagnacs can stick your tongue to the roof of your mouth, as they say, but that's absolutely not the case here. Wonderful bottle, superbly traditional, reminding me of my Sunday meals at my grandfathers'. Next step, doing laps at the Nogaro circuit in a Bugatti Type 35. One must have goals in life. SGP:561 - 91 points.",91,2024-05-12,https://www.whiskyfun.com/archivemay24-1-Balblair-Cardhu.html,5c9205184f0779f32b63668aefef70a7854f00bbd61922d365bfcaafb32a24c0
