whisky_name_raw,review_text,score,review_date,source_url,dedupe_hash
"Gone Grant 30 yo 1994/2024 (51.5%, Whiskyland, Decadent Drinks, Chapter 9, second-fill barrel, 215 bottles)","Gone Grant 30 yo 1994/2024 (51.5%, Whiskyland, Decadent Drinks, Chapter 9, second-fill barrel, 215 bottles) Some label! Also a characteristic touch of whimsy from the house, which refers to Caperdonich as ‘Gone Grant’, in reference to its former status as the twin of Glen Grant, also known as Glen Grant 2, and thus indeed the Glen Grant that is now departed, of the two. Well, you see what they’re getting at. Incidentally, we already adored their 31/1993 (Sponge). Colour: pale gold. Nose: do you know what? It takes me straight back to those early 1970s Caperdonichs bottled by Duncan Taylor, proper fruity bombs absolutely crammed to the rafters with papayas, guavas, mangos and bananas. All of which is steeped in honey and natural vanilla. With water: full of wee church candles, amen. Mouth (neat): let’s be swift about it, this could easily pass for a 1960s or 1970s Balblair or Benriach. Bananas drizzled with honey, pollen, gentle mentholated glimmers, beeswax, a touch of praline, white clover… With water: same again, not much deviation, save for a touch more citrus and some far-off whispers of Grande Champagne. Or Petite. Finish: gentle, fairly rounded, medium in length but growing ever fruitier than actual fruits. Cheeky jellybeans and babies in the aftertaste, which is rather unexpected at thirty years of age. Comments: all the beauty of a good old refill! Still very partial to this style, must be our inner child speaking. SGP:741 - 91 points.",91,2025-06-13,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,bad37cd5172ac523a99f25de52996289b3cc3fe2fad2355ba1cf488d85c9a164
"Caperdonich 30 yo 1994/2025 (52.6%, The Whisky Cask, sherry cask)","Caperdonich 30 yo 1994/2025 (52.6%, The Whisky Cask, sherry cask) They’ve already had some truly splendid Caperdonichs at The Whisky Cask, and here comes another one. Colour: full gold. Nose: this time, it’s Earl Grey tea and sandalwood and cedar that lead the charge, with the fruitiness naturally taking a bit of a back seat. Plenty of herbal infusions, linden blossom, chamomile, rosehip becoming increasingly prominent, a touch of almond syrup... I suppose it’s the interplay between the fruit and the sherry that’s given rise to all this. It’s rather splendid! With water: a very faint smokiness emerges, no idea where from, though we do know that there were indeed peated Caperdonichs at one point. Lovely whiffs of blond tobacco as well. Mouth (neat): the fruitiness is far more assertive on the palate, with passion fruit and mango appearing to take the upper hand over the sherry on this occasion. Very good, with a dash of lemon blossom honey to (somewhat) rein it all in. With water: no smoke to be found on the palate, I must have imagined it. At any rate, all this is excellent, veering off towards yellow fruit preserves (plums, apricots, pears) brightened up with a squeeze of lemon juice. Finish: same again. Lovely length. Comments: in the end, we’re terribly close to the Whiskyland version, particularly with water. I see no reason why the scores should differ at all. SGP:651 - 91 points.",91,2025-06-13,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,48f8141b6dc8eae78fa1d97b8d7d97fcd348cc03ac2348ec85ca0fcaf9490e95
"Glen Garry ‘Finest Scotch Whisky’ (John Hopkins & Co, 1950s-1960s)","Glen Garry ‘Finest Scotch Whisky’ (John Hopkins & Co, 1950s-1960s) This is an old bottle which shows neither ABV nor volume. Worth noting, there are ‘Glengarry’ whiskies around today which have nothing to do with this. This particular Glen Garry bottle explicitly cites St Magdalene as the malt of reference and gives one of the brand’s addresses as such, although this mention was later replaced—around the 1970s—by Oban or, in other versions, by Glen Elgin, both distilleries under DCL’s banner (The DCL had taken over John Hopkins before WWII). These distilleries were supposedly responsible for providing the main malt content for each batch, though there’s no shortage of rumours doing the rounds. What is certain is that John Hopkins was granted the licences for these DCL distilleries. Incidentally, their Oban single malts were sublime! No need to tell you that this ‘St. Magdalene’ version of this blend is much sought-after, although, as is sometimes the case, you might just stumble upon one for a few pennies if you stray outside the well-trodden paths of the connoisseurs. And to conclude this introduction—which is already far too long—I must admit I had absolutely no idea that John Hopkins at one point managed the licence for St. Magdalene. Colour: gold. Nose: sumptuously old-school with a puff of cigar smoke rolling through some rather earthy teas (think some stormy old pu-ehr), then a saucy shift towards marmalade jus, roast duck à l’orange style, ha, followed by those wonderfully evocative dusty old tomes and glossies banished in your attic. Drifts of wax and beehive honey appear too, as though a rogue swarm had taken up residence in the rafters half a century ago. Right… Mouth: classically salty, metallic, loaded with chalk and concrete dust, and that familiar photolytic tang you sometimes get with some old bottles (taste of light). But here it's briskly corrected by a jolt of spicy beef broth, straight from a Bangkok street corner (that's enough two-penny travelogue, S.) With that lush oiliness you only find in those venerable blends where the malt content did the heavy lifting. Finish: curiously persistent, as if someone had sneakily boosted it to 45% vol., with the orange bouncing back to tango with the mineral notes and bouillon spices. Comments: a thunderous old blend, but then again, quite a few of them are when you catch them today. Case in point, the old Johnnie Walker Black – just saying… In any case, I’d wager there’s indeed quite a bit of St. Magdalene in there, along with that telltale ‘ancient’ peat. As for the grain – nowhere to be found. SGP:463 - 90 points.",90,2025-06-12,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,a10a3ad7a055223b156aa04c9c54a2d0614e07909721573bcd12e6a26cb5284a
"Magdalene 1965/1991 (40%, Gordon & MacPhail, Connoisseurs Choice, ‘Old Map Label’, 75cl)","Magdalene 1965/1991 (40%, Gordon & MacPhail, Connoisseurs Choice, ‘Old Map Label’, 75cl) Colour: gold. Nose: I would have loved to come off clever and claim that the blend outshone the malt in the tasting, but that’s gone straight out the window – this bottle brings back all the hallmarks of the 1964s, most notably that mind-blowing tropical fruit salad, dressed with honey and sesame, leading into a development of great complexity, with a scatter of camphor, eucalyptus, sandalwood, returning tobacco smoke, patchouli, amusing hints of mothballs, then aged citrus liqueurs and a few fine slivers of well-mannered Iberian ham. A dazzling nose, reminiscent of the Broras 1972 from the same series and years of bottling. Mouth: very close to the old blend on the palate, which might well support the idea that there was indeed a hefty helping of St. Magdalene inside it. A thing of beauty, with citrus, waxes, gently spiced broths still leaning Thai, a touch of peat dryness, and then a parade of tiny herbs and mineral touches, tricky to tell apart but wonderfully orchestrated. Finish: perhaps the weak spot, as is often the case at this age and strength, with a slight edge towards the cardboardy, one might say. But then again, we’re hardly going to moan, are we. Comments: we often fret over changes to kit and process at the distilleries but rarely consider what goes on at the independents. The vats, the pipes, the filters, the warehouses, the cask selection for fillings, and so on. Still, no need to badger G&M with all that, particularly given how fruitful the early 1990s were on this front! SGP:562 - 92 points.",92,2025-06-12,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,a523c4e4a7431ee24571cf1d0a7de9e55ab2a42fa625b9704d84355ed976c7bc
"Glenturret 10 yo ‘Peat Smoked 2024 release’ (48.4%, OB)","Glenturret 10 yo ‘Peat Smoked 2024 release’ (48.4%, OB) The 2020 bottling ‘Maiden Release’ at 50% vol. had left us somewhat underwhelmed (WF 81), one would imagine they've had the time to refine things since then. Colour: gold. Nose: a nose that feels slightly sour, with whiffs of smoked cider, a fair bit of leather, bay leaf, barbecue smoke, perhaps a hint of mashed turnip… What it isn’t is ‘coastal’, even if there are also touches of iodine tincture. Mouth: here we are leaning towards something coastal, albeit faintly mustardy and vinegary, possibly the influence of sherry casks. More tar, lemon juice, brine… That’s really not bad at all. Finish: rather long, salty and lemony, with a growing ashiness. A trace of horseradish in the aftertaste. Comments: I do think this marks an improvement over the 2020 and I particularly enjoy the finish. SGP:456 - 82 points.",82,2025-06-11,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,5d67fe61a78f0f5a28c8567770349c3e51313ab71be405e98c08d3f362da2741
"Ruadh Mhor 2011/2024 (52.7%, Malt Universe, China, Modern Time, refill hogshead, cask #25, 367 bottles)","Ruadh Mhor 2011/2024 (52.7%, Malt Universe, China, Modern Time, refill hogshead, cask #25, 367 bottles) Colour: pale white wine. Nose: once again, it’s the independents who are entrusted with offering the distillates in their most natural state, unembellished by excessive wood or wine influence. This is a stellar example, it’s precise, compact, fresh, showcasing peated barley, ashes, lemon juice, chalk and a good dose of mercurochrome. We really could be on Islay. With water: we’re inside an old kiln in full operation! Mouth (neat): perfect, acetic, fresh, verging on acidic, with superb ashes and plenty of green pepper, with a mezcal-like edge that we’re very fond of. Any closer to the raw distillate and you’d be chewing a bushel of fresh-smoked barley, ha. With water: an A. quality emerging, not far off the K. Cross on the island of I. (well done, that’s subtle, S.) Finish: long, fresh, perfect, of high definition. Comments: simply lo-ve-ly. Superb clarity of line. SGP:557 - 88 points.",88,2025-06-11,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,accad14db06e3ef30c6bc5b98e99fb388d0cdcf70a857c559b4331427ecce2ce
"Ruadh Maor 2011/2024 ‘Jack the Ripper’ (55.6%, Malts of Scotland, sherry hogshead, cask #MoS 24016, 313 bottles)","Ruadh Maor 2011/2024 ‘Jack the Ripper’ (55.6%, Malts of Scotland, sherry hogshead, cask #MoS 24016, 313 bottles) We do get a sort of premonition… In any case, as someone who isn’t British, whenever I hear “Jack the Ripper” I think of Blue Öyster Cult. I know, that was Reaper, not Ripper, but back then, my English was even more rudimentary than it is now. Apologies for the digression… Colour: full gold. Nose: a slightly awkward union of peat and sherry at first, as so often happens, but things quickly settle down, with fruits emerging (quince), alongside honey and mint, then a little mustard, camphor and tobacco. It works! With water: amusingly, there’s now a faint whiff of horse. Mouth (neat): coherence is immediate on the palate, once again very camphory, very smoky, with a fairly thick texture, pink pepper, salt, heather honey, rather spicy Thai sauce… There’s a lot going on… With water: swims beautifully, becoming nearly exotic, somewhat in the spirit of a Caroni rum. I do mean in the spirit. Finish: long, rich, rather multidimensional. A little ginger and nutmeg from the cask. Comments: if there’s one thing this Glenturret is not, it’s boring. In short, we love it, just as we’d suspected. SGP:667 - 88 points.",88,2025-06-11,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,b01fb3541145de938bd1e2ea7fb98efbad5508ef4ab89c944b36835c6e36f2c0
"Glentauchers 10 yo 2011/2022 (62.6%, The Single Malts of Scotland, Kirsch Import exclusive, sherry butt, cask #900247, 492 bottles)","Glentauchers 10 yo 2011/2022 (62.6%, The Single Malts of Scotland, Kirsch Import exclusive, sherry butt, cask #900247, 492 bottles) Colour: pale gold. Nose: we’re not in deep sherry territory here, rather we’re getting vanilla cream, white chocolate and proper Czech pilsner. But at this strength, one ought to proceed with caution… With water: barley syrup, soft honeys, stewed apples, it’s remarkable how water utterly takes control, though entirely to the whisky’s benefit. Mouth (neat): very fruity but also distinctly youthful, with very dominant pears at this stage, and even some Black Forest kirsch. Quite a bit of lemon too – although not from the Black Forest. With water: now beautifully balanced, fruity, orchard-driven, and pleasantly uncomplicated. Finish: long, gentle, with candied sugar and those pears still hanging about. Comments: the strength is daunting at first, but water tames it in no time. In the end, it’s a gentle, docile wee baby. SGP:641 - 85 points.",85,2025-06-10,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,9fa7ebaca44fab7d9048c75f7a19e9991667e242f58d097e83cae674a6984187
"Glentauchers 15 yo 2008/2023 (59.6%, DH Global Wine, Connoisseurs Dram, 1st fill amontillado, cask #900337, 339 bottles)","Glentauchers 15 yo 2008/2023 (59.6%, DH Global Wine, Connoisseurs Dram, 1st fill amontillado, cask #900337, 339 bottles) Amontillado, that does speak to us, doesn’t it. Colour: deep gold. Nose: quince jelly drizzled with maple syrup and honey, with the drier amontillado tones playing in the background – cigar boxes and pinecones. With water: old furniture newly varnished, and a touch of thuja… Mouth (neat): oh splendid, wildly expressive, medicinal, saline, with mustard and horseradish layered atop bitter oranges and a spice medley that feels most ‘Sichuan’, if you ask me. Though be warned, it’s a bit bonkers. With water: I believe Glentauchers serves as a perfect base for this kind of rather mad maturation. Amontillado squared. Finish: same ballpark. Salt, mosses, tobacco, pepper, leather, mustard, walnuts and the rest. Comments: I loathe to say this, but I do think this isn’t for everyone, and that it requires a rather sharp palate to fully enjoy this sort of beastie. I’m deeply – and humbly - sorry. SGP:462 - 90 points.",90,2025-06-10,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,9352ca368e5541d79f9c83c4eaf80f8365b23ceee3e440c92c0026f40c30537d
"Glentauchers 13 yo (54.8%, Morisco Spirits, Marble Collection, oloroso sherry, 2022)","Glentauchers 13 yo (54.8%, Morisco Spirits, Marble Collection, oloroso sherry, 2022) Let me quote them, ‘The label is a detail of the pavement present in the church of Santa Prassede, Rome.’ In a world increasingly steered by uncultured halfwits, one can only applaud, wouldn’t you agree? Colour: gold. Nose: here we have a classic GT profile, with very ripe apple, banana and melon, alongside the subtlest touches of raspberry jam. So be it! With water: oh, a bit of old-school polish, even some seaweed and mint – we could almost believe ourselves on the northern coast way north of Inverness. Mouth (neat): fresh, fruity, with notes of fruity, lemony beer, and truth be told, the oloroso is very discreet at this stage. No problem at all. With water: now showing very nicely, more complex, with fruits in all manner of forms, juices, compotes, jams… Finish: same story. Fruit stewed with honey and sweet wine. Oranges lingering on the aftertaste. Comments: a very, very well-mannered oloroso. SGP:551 - 87 points.",87,2025-06-10,https://www.whiskyfun.com/archivejune25-1-Glentauchers-Tamdhu.html,078070014ee3165f6002c1947089dc82f4ba05f1de714f2479e19ea8d97db3fc
