whisky_name_raw,review_text,score,review_date,source_url,dedupe_hash
"Isperitus (43%, OB, Bulgaria, single malt, rum barrel finish, 1,800 bottles, 2024)","Isperitus (43%, OB, Bulgaria, single malt, rum barrel finish, 1,800 bottles, 2024) Our first Bulgarian whisky, and indeed, our first Bulgarian single malt. And no, we’ve never tried ‘Black Ram’ – quite the oversight, we must admit. The distillery resides in Isperih, a quaint town in the northeast of Bulgaria, some 150 km from Varna. Colour: gold. Nose: rather pleasant, I must say, with a delicate fragrance. You get those gentle notes of sweet beer typical of very young whiskies, some juicy pear slices, well-balanced vanilla, and oak, and perhaps a hint of rum – but nothing overdone, mind you, so it doesn’t overwhelm the whisky’s character, as can happen elsewhere. Well done, Bulgarian friends. Mouth: indeed, not bad at all, quite in line with the nose. There’s pear again, and prickly pear too, touches of orange, a whisper of baker’s yeast, followed by toasted wood and a touch of toffee. The fruitiness is enough to carry it through and avoids the ‘new plank’ note often found in other very young whiskies. Rather clever to have done a rum finish (and I don’t often say that!). Finish: not even too short. The usual notes of white pepper and cinnamon linger in the aftertaste. Comments: This is rather serious stuff! SGP:641 – 83 points.",83,2024-08-14,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,5416d420a3bf1707f7d7424ff0b09a98b9a7309c83b29e277284d102dd7397a8
"Milk & Honey ‘Elements Sherry Cask’ (46%, OB, Israel, +/-2024)","Milk & Honey ‘Elements Sherry Cask’ (46%, OB, Israel, +/-2024) Colour: gold. Nose: leaning towards the sweet side, with notes of jelly babies, grenadine, and figs, giving the impression of a sweeter style of sherry. Pralines follow, along with a mix of triple-sec (Cointreau and Grand Marnier, 50/50), and a hint of very fresh panettone, packed with raisins and a touch of orange blossom. I had tasted this ‘Element’ a few years ago, and it seems to have improved mucho since then. Mouth: indeed, it’s harmonious, sweet, very fruity, almost a tad liqueur-like, but pleasantly so. There are small red fruits, cranberries, and blood orange... Finish: follows the same profile, very fruity, without major spices along the way, though there’s a hint of Timut pepper. Comments: it’s not the most ‘prestigious’ of the latest M&H releases, but there will certainly be more to come here on little WF. Peace. SGP:631 – 84 points.",84,2024-08-14,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,71a5f55b7f6b011e62c658586b18006862a399e23d939d8851af3a9ce1851739
"Milk & Honey 4 yo 2018/2023 (65.8%, Whisky Concerto, Israel, STR, cask #0505, 175 bottles)","Milk & Honey 4 yo 2018/2023 (65.8%, Whisky Concerto, Israel, STR, cask #0505, 175 bottles) I fear that in general, we may never escape the clutches of STR casks again. Nor PX, nor Cabernet-Sauvignon. What can you do, that’s life. Colour: light amber. Nose: rather surprisingly, we find ourselves leaning towards the profile of a young, slightly artisanal bourbon, with liquid caramel, though this likely stems from the very high ABV. Beyond that, it seems rather lovely, rich yet balanced, not vinous as such (but many STR casks aren’t). Quickly, with water: a hint of gin, sweet woodruff, coriander seeds, fresh wood... Mouth (neat): once more, that amusing bourbon-like quality, with even a touch of rye, then dark nougat, juniper, capsicum, and increasingly prominent pepper. Quickly, with water: its better side emerges, with soft pepper, malt, Szechuan pepper, touches of turmeric, and cinchona… Finish: we find a bit of the fruitier side reminiscent of the official version we just sampled, but always with a very marked spicy edge. Comments: very good for its age, but you'll need a pipette worthy of an international competition. Peace. SGP:562 - 84 points.",84,2024-08-14,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,be39970dfac7dcb12d7567f3fabb47244017333b978271c5352f08ed3caa6219
"Wild Turkey ‘Rare Breed’ (58.4%, OB, USA, Kentucky Straight Bourbon Whiskey, +/-2024)","Wild Turkey ‘Rare Breed’ (58.4%, OB, USA, Kentucky Straight Bourbon Whiskey, +/-2024) We tried a newer expression of WT ‘101’ the other day and were quite taken with it (WF 86). This Rare Breed small batch is reputed to be very ‘maizy’ (75% maize) and is pleasantly affordable. Colour: full gold. Nose: strong yet soft if you will. A slight note of nail polish and hairspray, then orange-infused vanilla and a hint of Earl Grey. Quite charming. With water: rather similar, soft, fruity, with curious but delightful touches of lemon basil. The hairspray notes fade away, thankfully shall we add. Mouth (neat): lovely! There may not be much rye, but its presence remains unmistakable, with orange and cumin, lemon balm, sweet woodruff, and even tiny hints of genepy. I’m quite fond of it. With water: cinnamon and honey step forward, still with that orange note. Finish: much the same. The balance is quite perfect, and the oranges play their role as the ‘uplifters’, if you see what I mean. Comments: let’s not forget that Pernod Ricard sold Wild Turkey to Campari for €430M back in 2009. Well, I’m not sure why that’s relevant here, but there you have it. Solid bronze medal! SGP:631 - 87 points.",87,2024-08-14,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,5df4c81ce82822284fea819ff667468a2b5d2337fb84db079c773c60cf97b935
"Nantou 5 yo ‘Batch 2’ (52%, That Boutique-y Whisky Company, Taiwan, 10th Anniversary, 281 bottles, 2022)","Nantou 5 yo ‘Batch 2’ (52%, That Boutique-y Whisky Company, Taiwan, 10th Anniversary, 281 bottles, 2022) Colour: white wine. Nose: brilliant! Iodine tincture, drawing gum, paraffin, cloves, camphor, bandages, beech smoke… Was there a reracking in a Laphroaig cask, by chance? I wasn’t aware – or perhaps I’ve missed the memo – that Nantou produced this style. With water: beautiful purity this time. A glass of Verdejo and some fresh wool (a new cashmere jumper – woof). Mouth (neat): again, this rather unique peatiness, this time giving the impression of smoked mussels with lemonwood or something along those lines. With water: it starts to go slightly off the rails, with plastic and rubber showing up a tad too prominently, but overall, it remains very good. Finish: long, with ashes and lemon zest. And that famous new cashmere jumper. Comments: a bit unusual and even deviant, but we’re French, so we’re supposed to like that, according to the world’s press, ha. SGP:465 - 85 points.",85,2024-08-14,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,ce61a93ca86afef4600ae0f3adee1637e276504a71e81062b7ae54939b8247fd
"Chichibu 8 yo 2014/2024 (56.4%, Adelphi, Japan, cask #3822, 215 bottles)","Chichibu 8 yo 2014/2024 (56.4%, Adelphi, Japan, cask #3822, 215 bottles) Ah, there we have it, brilliant! It seems they’ve finally upped the font size on their labels at Adelphi, but now it's all in Japanese! Provocative, isn’t it? Not that we don’t admire Japanese characters, mind you… Colour: straw. Nose: razor-sharp precision, pure barley, lemon, and that’s all, basta cosi. With water: even more pinpoint, almost Malevich-esque. A white square on a white background. Mouth (neat): pure Chichibu, thick yet nervous, tense, with barley, lemon, and a hint of hay. Tiny notes of gentian and absinthe peeking through. With water: sublime purity, with that barley nudging its way back in. Finish: long, lemony, slightly waxy, a tad thick, with a whisper of tar. Comments: simply our preferred style. And it’s hardly surprising that the folks at Ardnamurchan/Adelphi chose this cask. Great minds think alike, and all that. However, there’s still the matter of sorting out that label issue. When’s the head designer retiring, again? Anyway, gold. SGP:551 - 91 points.",91,2024-08-14,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,10a0362cdd7f34281731f802cdc54a9143bbf4b90c26953b282124390ae3df52
"Bimber 2018/2023 (58.9%, OB, England, LMDW, cognac cask finish, cask #327/05)","Bimber 2018/2023 (58.9%, OB, England, LMDW, cognac cask finish, cask #327/05) Between us, it's quite an achievement to manage to sneak a finishing in the production of such a young whisky, isn't it? But we do love Bimber... Colour: gold. Nose: sweet and gentle, with vanilla and a few raisins, then banana and the usual hint of mango. Tinned peaches do indeed evoke cognac, though we remain quite soft here, with a medium-sized panettone making an appearance thereafter. With water: pure cassata, with plenty of dried fruits. Mouth (neat): slightly creamy and sweet, with citron and bitter orange, a drop of banana liqueur, ultra-ripe apricots, and honey... With water: that slightly liqueur-like side of Bimber, quince jelly, mango liqueur... It works perfectly. And of course, peach jam, probably from the cognac (not entirely sure, S.). Finish: medium length, liqueur-like fruitiness, sweet pastries, crossing into almonds. Comments: it's extremely good and certainly not a 'cognacsky.' SGP:741 - 87 points.",87,2024-08-13,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,10b93e43707ede37f629927f5b99811d635518171971cf54cb0174345b02d9ee
"Bimber 'Oval' (57.56%, OB, England, The Spirit of the Underground, Moscatel cask, cask #282/22, 307 bottles, 2024)","Bimber 'Oval' (57.56%, OB, England, The Spirit of the Underground, Moscatel cask, cask #282/22, 307 bottles, 2024) We know ‘Oval’, but we know ‘Orval’ better. Sorry, we couldn’t help ourselves. That said, the connection between the London Underground and Spanish Moscatel seems a bit far-fetched, doesn’t it? Colour: deep gold. Nose: good news, it’s not an overwhelming muscat explosion that makes you want to immediately chug a magnum of Perrier. Instead, it offers a pastry-like aroma, reminiscent of galette des rois, frangipane (a bit off-season, aren’t we?), and orange blossom water. Lebanese pastries (poor Lebanon!) With water: notes of sesame oil. Mouth (neat): the woodiness is quite present, with a pronounced white pepper at the forefront, followed by ginger and dark chocolate. Lots of pepper. With water: it becomes more floral, with also Demerara sugar and a hint of beetroot. Yes, really. Finish: quite long, quite spicy, quite vegetal. Herbal. Comments: it lacks a bit the ‘clear line’ of Bimber, in my opinion. In any case, I have the impression that muscat is very difficult to handle generally, but it remains an excellent whisky of course. SGP:651 - 84 points.",84,2024-08-13,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,20fa56f87dae8a02ab894fb17e13591c0dd9bc3153956afe916beead6327f795
"Willett 'Pot Still Reserve' (47%, OB, USA, Straight Bourbon, +/-2023)","Willett 'Pot Still Reserve' (47%, OB, USA, Straight Bourbon, +/-2023) I must admit, I haven’t yet totally found in recent Willets the magnificence of some older versions. Apparently, this is a batch-distilled bourbon rather than ex-continuous column, unless I’m mistaken (which wouldn’t surprise us, S.). Colour: gold. Nose: sweet, fruity, with cedarwood, vanilla, apricot liqueur, a touch of coconut, a very light varnish, and that ‘liquid patisserie’ note—admittedly a bit nonsensical, we agree. Mouth: no, it’s good, very bourbon, with initial notes of juniper and lavender, followed by vanilla, ripe apple, and white pepper, then a hint of maple syrup. Finish: quite long, easy, honeyed, delicately spiced, with a gin-like quality. Yes, it’s me who wrote that. More wood in the aftertaste. Comments: very good, not taking many risks, for our benefit. SGP:551 - 86 points.",86,2024-08-13,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,d6c5bb6aea442daf52504ac839e38e87b61057fe9dc4f3591ebcc28a5eeb26cd
"Knob Creek 9 yo 'Small Batch' (50%, OB, USA, Kentucky Straight Bourbon, +/-2023)","Knob Creek 9 yo 'Small Batch' (50%, OB, USA, Kentucky Straight Bourbon, +/-2023) We’ve only sampled Knob Creek once before, and it wasn’t bad at all (WF 83 in 2014). Colour: full gold. Nose: yes, lovely, light, vanilla with hints of sandalwood and incense, juniper, ginger, cedar... Who could object to that? Mouth: but of course, it’s very good, almost perfect, spiced just right, perhaps a tad too oaky, but otherwise, on apples and oranges. An increasingly pronounced rye character – is there a lot of rye in Knob Creek? Finish: of medium length, perhaps just a bit drying. Comments: I like it rather a lot. SGP:651 - 85 points.",85,2024-08-13,https://www.whiskyfun.com/archiveaugust24-1-Caroni-Chichibu.html,7c69753787373b4944a9bc55ea36b84b7fdebcfd1761fc186d0eddb2658c33d5
